Filename,Token Length
CPP_47.bc,21574
CPP_101.bc,46100
CPP_78.bc,5485
CPP_139.bc,3417
CPP_40.bc,4440
CPP_106.bc,11308
CPP_82.bc,2669
CPP_76.bc,1683
CPP_130.bc,13474
CPP_49.bc,2532
CPP_108.bc,3996
CPP_71.bc,2178
CPP_85.bc,6250
CPP_137.bc,216264
CPP_163.bc,8333
CPP_25.bc,11764
CPP_22.bc,116226
CPP_152.bc,9452
CPP_14.bc,37273
CPP_155.bc,15422
CPP_13.bc,1479
CPP_84.bc,29123
CPP_70.bc,31477
CPP_109.bc,5698
CPP_136.bc,5615
CPP_77.bc,1635
CPP_83.bc,4535
CPP_48.bc,13986
CPP_131.bc,11176
CPP_41.bc,1015
CPP_138.bc,1094
CPP_107.bc,23906
CPP_46.bc,5061
CPP_79.bc,34563
CPP_100.bc,8175
CPP_154.bc,18572
CPP_12.bc,7235
CPP_153.bc,21798
CPP_15.bc,25683
CPP_23.bc,1846
CPP_162.bc,24105
CPP_24.bc,1629
CPP_0.bc,4233
CPP_140.bc,60358
CPP_39.bc,2285
CPP_7.bc,30045
CPP_147.bc,101136
CPP_37.bc,35045
CPP_149.bc,127267
CPP_30.bc,10461
CPP_9.bc,8968
CPP_122.bc,7133
CPP_90.bc,21170
CPP_64.bc,6758
CPP_125.bc,96920
CPP_63.bc,4711
CPP_97.bc,1343
CPP_113.bc,57967
CPP_55.bc,5481
CPP_99.bc,2663
CPP_114.bc,4386
CPP_52.bc,3434
CPP_31.bc,1780
CPP_148.bc,63729
CPP_8.bc,9070
CPP_36.bc,2171
CPP_6.bc,15797
CPP_146.bc,11641
CPP_1.bc,33295
CPP_38.bc,51966
CPP_141.bc,15842
CPP_115.bc,9943
CPP_98.bc,5382
CPP_53.bc,1008
CPP_112.bc,63397
CPP_54.bc,12152
CPP_124.bc,14397
CPP_96.bc,10278
CPP_62.bc,9225
CPP_123.bc,27470
CPP_65.bc,42783
CPP_91.bc,4868
CPP_21.bc,10169
CPP_158.bc,25128
CPP_19.bc,200848
CPP_160.bc,25555
CPP_26.bc,31412
CPP_156.bc,59456
CPP_10.bc,61164
CPP_28.bc,15656
CPP_151.bc,4120
CPP_17.bc,32363
CPP_43.bc,3841
CPP_88.bc,30446
CPP_105.bc,120552
CPP_44.bc,17504
CPP_102.bc,1501
CPP_72.bc,3563
CPP_86.bc,58168
CPP_134.bc,3458
CPP_81.bc,90069
CPP_75.bc,2234
CPP_133.bc,4800
CPP_150.bc,1730
CPP_29.bc,34505
CPP_16.bc,11831
CPP_157.bc,2330
CPP_11.bc,7146
CPP_161.bc,25739
CPP_18.bc,10198
CPP_27.bc,13131
CPP_159.bc,4115
CPP_20.bc,16391
CPP_74.bc,11214
CPP_80.bc,3594
CPP_132.bc,3591
CPP_87.bc,21150
CPP_73.bc,3082
CPP_135.bc,5122
CPP_45.bc,1061
CPP_103.bc,20662
CPP_42.bc,7345
CPP_104.bc,29486
CPP_89.bc,12923
CPP_126.bc,3561
CPP_60.bc,1051
CPP_119.bc,24624
CPP_94.bc,21454
CPP_58.bc,37256
CPP_121.bc,6457
CPP_93.bc,18825
CPP_67.bc,23877
CPP_117.bc,52524
CPP_51.bc,19207
CPP_128.bc,5056
CPP_69.bc,23871
CPP_110.bc,14503
CPP_56.bc,3135
CPP_4.bc,8542
CPP_144.bc,22883
CPP_3.bc,3483
CPP_143.bc,37403
CPP_33.bc,34107
CPP_34.bc,32568
CPP_111.bc,54376
CPP_68.bc,12659
CPP_57.bc,5549
CPP_116.bc,12975
CPP_129.bc,20489
CPP_50.bc,22456
CPP_120.bc,23655
CPP_59.bc,2055
CPP_66.bc,7412
CPP_92.bc,2010
CPP_127.bc,6453
CPP_95.bc,11376
CPP_118.bc,20776
CPP_61.bc,3135
CPP_35.bc,4986
CPP_32.bc,17985
CPP_2.bc,1073
CPP_142.bc,3857
CPP_5.bc,14413
CPP_145.bc,24613
