file_name,overall_nodes_rate,overall_edges_rate,loop_nodes_rate,loop_edges_rate,branch_nodes_rate,branch_edges_rate,overall_nodes_golden
CPP_97.dot,NA,NA,NA,NA,NA,NA,0
CPP_21.dot,0.0,0.0,NA,NA,0.0,0.0,17
CPP_62.dot,0.9047619047619048,0.9285714285714286,NA,NA,0.7,0.75,21
CPP_114.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_36.dot,0.0,0.0,0.0,0.0,0.0,0.0,5
CPP_107.dot,0.0,0.0,NA,NA,0.0,0.0,35
CPP_17.dot,0.0,0.0,0.0,0.0,0.0,0.0,88
CPP_72.dot,0.0,0.0,0.0,0.0,0.0,0.0,6
CPP_103.dot,0.0,0.0,NA,NA,0.0,0.0,35
CPP_48.dot,0.0,0.0,NA,NA,0.0,0.0,24
CPP_155.dot,1.0714285714285714,0.9,NA,NA,0.5,0.5,14
CPP_7.dot,0.0,0.0,0.0,0.0,0.0,0.0,15
CPP_87.dot,0.7692307692307693,0.5833333333333334,1.3333333333333333,1.3333333333333333,0.15384615384615385,0.15384615384615385,26
CPP_15.dot,0.9607843137254902,0.9459459459459459,NA,NA,0.56,0.8235294117647058,51
CPP_16.dot,0.0,0.0,NA,NA,0.0,0.0,31
CPP_30.dot,1.0454545454545454,0.9666666666666667,6.0,8.0,0.7272727272727273,0.7272727272727273,22
CPP_79.dot,0.0,0.0,NA,NA,0.0,0.0,60
CPP_55.dot,2.25,1.4615384615384615,NA,NA,0.3333333333333333,0.3333333333333333,8
CPP_64.dot,0.0,0.0,0.0,0.0,0.0,0.0,16
CPP_141.dot,1.0,1.05,NA,NA,1.0666666666666667,1.0666666666666667,27
CPP_56.dot,0.0,0.0,0.0,0.0,0.0,0.0,6
CPP_98.dot,0.0,0.0,0.0,0.0,0.0,0.0,9
CPP_71.dot,9.333333333333334,10.0,NA,NA,3.0,3.0,3
CPP_74.dot,1.0769230769230769,0.9090909090909091,NA,NA,0.7,0.7,13
CPP_116.dot,0.7428571428571429,0.6862745098039216,1.1666666666666667,1.6666666666666667,0.42105263157894735,0.47368421052631576,35
CPP_119.dot,0.0,0.0,NA,NA,0.0,0.0,57
CPP_144.dot,0.0,0.0,0.0,0.0,0.0,0.0,43
CPP_93.dot,0.0,0.0,NA,NA,0.0,0.0,52
CPP_78.dot,1.2,1.0625,1.0,1.0,0.8571428571428571,0.8571428571428571,10
CPP_28.dot,0.0,0.0,NA,NA,0.0,0.0,29
CPP_89.dot,0.0,0.0,NA,NA,0.0,0.0,29
CPP_131.dot,0.0,0.0,NA,NA,0.0,0.0,9
CPP_6.dot,0.0,0.0,NA,NA,0.0,0.0,35
CPP_84.dot,0.0,0.0,NA,NA,0.0,0.0,58
CPP_163.dot,0.0,0.0,0.0,0.0,0.0,0.0,22
CPP_129.dot,0.0,0.0,0.0,0.0,0.0,0.0,54
CPP_159.dot,0.0,0.0,NA,NA,0.0,0.0,4
CPP_138.dot,NA,NA,NA,NA,NA,NA,0
CPP_3.dot,4.833333333333333,4.888888888888889,NA,NA,4.0,4.0,6
CPP_80.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_24.dot,1.25,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,4
CPP_11.dot,1.0,0.6666666666666666,NA,NA,0.1111111111111111,0.1111111111111111,14
CPP_12.dot,1.5,1.1538461538461537,NA,NA,0.2,0.3,10
CPP_158.dot,0.0,0.0,NA,NA,0.0,0.0,67
CPP_4.dot,0.0,0.0,NA,NA,0.0,0.0,14
CPP_109.dot,0.0,0.0,NA,NA,0.0,0.0,10
CPP_151.dot,0.0,0.0,0.0,0.0,0.0,0.0,7
CPP_26.dot,0.0,0.0,0.0,0.0,0.0,0.0,119
CPP_39.dot,0.0,0.0,0.0,0.0,0.0,0.0,6
CPP_135.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_43.dot,0.0,0.0,0.0,0.0,0.0,0.0,8
CPP_110.dot,0.0,0.0,NA,NA,0.0,0.0,24
CPP_31.dot,2.0,2.142857142857143,NA,NA,2.0,2.1666666666666665,5
CPP_2.dot,NA,NA,NA,NA,NA,NA,0
CPP_102.dot,0.0,0.0,NA,NA,0.0,0.0,4
CPP_157.dot,2.2,2.0,NA,NA,1.3333333333333333,1.3333333333333333,5
CPP_118.dot,0.0,0.0,0.0,0.0,0.0,0.0,59
CPP_67.dot,0.3125,0.2978723404255319,0.046511627906976744,0.047619047619047616,0.3103448275862069,0.29508196721311475,64
CPP_133.dot,0.0,0.0,NA,NA,0.0,0.0,8
CPP_82.dot,1.2,1.0,NA,NA,0.6666666666666666,0.6666666666666666,5
CPP_23.dot,NA,NA,NA,NA,NA,NA,0
CPP_134.dot,1.0,0.9230769230769231,NA,NA,0.8333333333333334,0.8333333333333334,8
CPP_128.dot,1.125,1.1818181818181819,NA,NA,1.0,1.0,8
CPP_61.dot,1.0,1.375,1.0,1.0,1.6666666666666667,1.6666666666666667,6
CPP_95.dot,1.1111111111111112,0.7096774193548387,NA,NA,0.23076923076923078,0.2222222222222222,18
CPP_162.dot,0.0,0.0,NA,NA,0.0,0.0,57
CPP_1.dot,0.0,0.0,0.0,0.0,0.0,0.0,28
CPP_150.dot,0.0,0.0,NA,NA,0.0,0.0,3
CPP_9.dot,0.9523809523809523,0.8571428571428571,NA,NA,0.7,0.7,21
CPP_25.dot,0.918918918918919,0.9411764705882353,NA,NA,0.8333333333333334,0.8333333333333334,37
CPP_76.dot,3.6666666666666665,3.5,NA,NA,1.5,1.75,3
CPP_83.dot,0.0,0.0,NA,NA,0.0,0.0,13
CPP_46.dot,0.0,0.0,NA,NA,0.0,0.0,8
CPP_20.dot,0.0,0.0,0.0,0.0,0.0,0.0,36
CPP_108.dot,0.0,0.0,0.0,0.0,0.0,0.0,8
CPP_41.dot,NA,NA,NA,NA,NA,NA,0
CPP_146.dot,0.0,0.0,0.0,0.0,0.0,0.0,9
CPP_42.dot,1.0909090909090908,0.7647058823529411,NA,NA,0.14285714285714285,0.14285714285714285,11
CPP_92.dot,0.0,0.0,NA,NA,0.0,0.0,3
CPP_18.dot,0.0,0.0,NA,NA,0.0,0.0,16
CPP_63.dot,0.0,0.0,NA,NA,0.0,0.0,8
CPP_115.dot,0.0,0.0,0.0,0.0,0.0,0.0,16
CPP_69.dot,9.310344827586206,6.113636363636363,0.0,0.0,0.0,0.0,29
CPP_66.dot,0.0,0.0,NA,NA,0.0,0.0,11
CPP_96.dot,1.0,0.675,0.0,0.0,0.0,0.0,28
CPP_99.dot,NA,NA,NA,NA,NA,NA,0
CPP_45.dot,NA,NA,NA,NA,NA,NA,0
CPP_124.dot,0.0,0.0,NA,NA,0.0,0.0,30
CPP_121.dot,0.0,0.0,NA,NA,0.0,0.0,8
CPP_50.dot,0.0,0.0,NA,NA,0.0,0.0,29
CPP_160.dot,0.0,0.0,0.0,0.0,0.0,0.0,55
CPP_0.dot,4.625,3.3333333333333335,0.0,0.0,0.8,0.8,8
CPP_60.dot,NA,NA,NA,NA,NA,NA,0
CPP_44.dot,1.0,0.8974358974358975,NA,NA,0.6923076923076923,0.6923076923076923,28
CPP_51.dot,0.0,0.0,NA,NA,0.0,0.0,54
CPP_8.dot,1.0909090909090908,0.9411764705882353,NA,NA,0.7142857142857143,0.7142857142857143,11
CPP_68.dot,1.2380952380952381,1.096774193548387,0.0,0.0,0.75,0.7916666666666666,21
CPP_75.dot,0.0,0.0,0.0,0.0,0.0,0.0,5
CPP_54.dot,0.0,0.0,NA,NA,0.0,0.0,67
CPP_52.dot,0.0,0.0,NA,NA,0.0,0.0,6
CPP_35.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_100.dot,0.0,0.0,NA,NA,0.0,0.0,17
CPP_77.dot,0.0,0.0,NA,NA,0.0,0.0,3
CPP_161.dot,0.0,0.0,NA,NA,0.0,0.0,61
CPP_14.dot,0.0,0.0,NA,NA,0.0,0.0,43
CPP_94.dot,0.0,0.0,0.0,0.0,0.0,0.0,36
CPP_106.dot,0.0,0.0,NA,NA,0.0,0.0,35
CPP_40.dot,0.0,0.0,0.0,0.0,0.0,0.0,10
CPP_136.dot,10.375,9.454545454545455,0.0,0.0,5.5,5.5,8
CPP_85.dot,0.0,0.0,NA,NA,0.0,0.0,8
CPP_139.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_145.dot,0.0,0.0,0.0,0.0,0.0,0.0,45
CPP_57.dot,1.0,1.0,NA,NA,0.8,0.8,7
CPP_59.dot,0.0,0.0,0.0,0.0,0.0,0.0,5
CPP_132.dot,1.1666666666666667,1.25,1.5,2.5,1.3333333333333333,1.3333333333333333,6
CPP_27.dot,1.0,0.8181818181818182,NA,NA,0.35714285714285715,0.3448275862068966,31
CPP_91.dot,1.0,1.125,NA,NA,1.1666666666666667,1.1666666666666667,11
CPP_154.dot,0.0,0.0,NA,NA,0.0,0.0,35
CPP_73.dot,0.0,0.0,NA,NA,0.0,0.0,3
CPP_152.dot,0.0,0.0,NA,NA,0.0,0.0,21
CPP_142.dot,0.0,0.0,0.0,0.0,0.0,0.0,8
CPP_29.dot,0.0,0.0,NA,NA,0.0,0.0,28
CPP_49.dot,0.0,0.0,NA,NA,0.0,0.0,7
CPP_130.dot,1.0,1.1071428571428572,0.18181818181818182,0.13333333333333333,1.263157894736842,1.263157894736842,41
CPP_122.dot,0.0,0.0,NA,NA,0.0,0.0,11
CPP_143.dot,0.0,0.0,0.0,0.0,0.0,0.0,97
CPP_5.dot,0.9166666666666666,0.64,NA,NA,0.0,0.0,36
CPP_153.dot,0.0,0.0,NA,NA,0.0,0.0,39
